accountID,num_of_pymt,avg_pymt_amount,last_payment_date
5562617,3,7.4,2016-08-26
5569407,7,11.75,2016-08-23
5577399,21,8.33,2016-08-26
5585734,2,14.5,2016-06-30
5608241,14,10.11,2016-09-02
5617925,7,5,2016-06-02
5623694,4,1.25,2016-08-21
5624530,4,3.75,2016-08-06
5626559,13,5.17,2016-08-03
5629083,2,12.5,2016-08-25
5631217,8,1.5,2016-08-26
5633633,3,5,2016-08-16
5649277,3,16.67,2016-05-12
5661848,3,8.33,2016-01-29
5694626,3,1.67,2016-03-20
5699409,3,36.33,2016-03-26
5712777,5,2.8,2016-09-01
5710743,2,12.5,2016-04-22
5728789,3,1.67,2016-08-19
5725761,2,9.98,2016-02-20
5734690,4,4.56,2016-07-16
5738178,2,26.5,2016-05-08
5739659,5,2.39,2016-02-11
5746606,2,6.53,2016-04-28
5747230,2,7.5,2016-09-03
5748095,7,4.29,2016-09-02
5753448,2,4.56,2016-03-11
5771781,2,5,2016-07-22
5778712,5,5,2016-08-07
5785900,2,4.68,2016-08-25
5787027,4,8.75,2016-08-26
5791021,2,27,2016-06-09
5794640,2,17.5,2016-05-16
5796991,2,7.75,2016-08-20
5801535,3,1,2016-08-08
5817847,2,3.5,2016-07-28
5828266,3,21.34,2016-07-30
5833445,3,5.66,2016-08-18
5834189,2,3.5,2016-07-29
5838723,2,6.27,2016-08-05
5842032,2,113,2016-08-12
5031812,14,3.22,2016-08-21
5184822,3,36.67,2016-07-16
5201251,3,16.67,2016-08-24
5209300,2,5.55,2016-08-19
5220186,15,10,2016-08-07
5226732,2,29,2016-08-31
5235951,7,19.96,2016-08-01
5249169,13,1.54,2016-07-25
5249316,9,11.11,2016-08-20
5289341,19,12.39,2016-08-31
5297978,13,3.64,2016-09-02
5306573,10,4.98,2016-08-09
5317983,20,4.75,2016-08-19
5320037,11,5.12,2016-08-13
5322437,3,19.33,2016-08-14
5326313,2,2.5,2016-05-12
5329302,21,4.76,2016-08-20
5345787,2,10,2016-08-02
5349455,4,8.7,2016-05-13
5349989,3,16.67,2016-04-17
5373730,3,3.33,2016-02-09
5387420,10,3.91,2016-08-14
5422086,47,6.38,2016-07-15
5444490,2,13.63,2015-10-13
5455088,4,2.5,2016-08-20
5433548,6,15.05,2016-08-25
5663071,2,2.5,2016-05-03
5744220,2,20,2016-02-22
5750194,4,19.25,2016-06-15
5756194,3,4,2016-06-01
5779502,2,6.79,2016-04-09
5797864,2,4,2016-05-22
5803243,3,12.43,2016-08-12
5818156,2,24.75,2016-06-25
5825515,3,2.89,2016-07-14
5826621,2,3.5,2016-07-26
5850095,2,1.9,2016-08-28
5475423,3,25,2016-06-27
5475711,2,2.78,2016-07-06
5484684,3,5,2016-07-20
5507316,3,3.72,2016-07-08
5508062,4,3.75,2016-08-26
5523873,2,27.5,2016-03-15
5524493,3,18.5,2015-11-24
5533738,6,8.83,2016-07-03
5538550,2,5.45,2016-03-15
5543139,2,2.5,2016-03-01
5556130,4,10.95,2016-08-02
5555835,4,15,2016-08-18
5568707,3,3.63,2016-02-05
5574249,7,4.97,2016-06-29
5596428,23,4.57,2016-07-14
5622136,2,172.88,2016-06-05
5644774,2,5,2016-03-30
5646882,2,12.5,2015-12-02
5647016,2,2.5,2016-05-06
5665141,2,2.5,2016-03-09
5660570,2,14.5,2016-06-20
5665380,2,55.5,2016-08-25
5696443,4,5,2016-03-29
5700731,49,19.69,2016-09-03
5704372,2,5,2016-04-26
5708235,5,2,2016-06-16
5726099,4,5.4,2016-08-03
5728210,6,27.43,2016-04-19
5728472,7,4.8,2016-08-24
5731978,2,4.9,2016-06-02
5739510,5,5.39,2016-04-19
5749563,2,5.45,2016-03-29
5752211,3,3.62,2016-07-16
5753852,3,10.61,2016-03-12
5770810,2,13.5,2016-03-23
5802182,4,26.73,2016-07-07
5787622,5,2,2016-07-06
5790321,2,10,2016-06-05
5791519,2,37.7,2016-05-13
5807091,2,10.04,2016-08-20
5800198,2,1,2016-05-29
5826403,2,19.43,2016-07-13
5827535,2,7.49,2016-07-14
5837826,2,13.5,2016-08-05
5845640,2,4.63,2016-08-31
5846385,3,7.4,2016-08-29
5054343,21,45.48,2016-08-16
5067757,5,16.45,2016-07-26
5081698,11,1.91,2016-07-27
5110068,3,8.33,2016-05-18
5071068,41,21.9,2016-08-26
5164101,15,20.65,2016-08-05
5177137,4,5,2016-07-05
5182730,3,5.45,2016-08-31
5217298,5,10.16,2016-08-16
5230393,4,14.19,2016-08-09
5251501,2,7.5,2016-08-31
5256466,4,15,2016-08-03
5291512,11,54.53,2016-07-12
5306621,2,58,2016-08-08
5329012,12,8.33,2016-06-27
5332932,4,1.25,2016-02-12
5345575,2,15,2016-08-31
5345795,3,7.5,2016-05-31
5376417,4,9.25,2016-08-17
5391723,3,47.08,2016-02-17
5405116,2,14.25,2016-08-12
5410335,11,15.5,2016-08-31
5412371,2,13.88,2016-07-26
5422441,2,5.45,2016-03-23
5426464,4,2.5,2016-08-15
5429958,30,13.56,2016-08-30
5744114,6,13.83,2016-08-03
5749781,2,2.59,2016-05-10
5753796,2,6,2016-08-24
5753916,2,7.48,2016-03-09
5778351,2,5,2016-04-07
5786773,3,1,2016-05-05
5787337,2,1.95,2016-04-28
5818405,7,12.12,2016-08-29
5827352,2,6,2016-08-13
5833720,4,9.93,2016-08-31
5460897,7,12.25,2016-08-10
5466099,3,36.67,2016-07-31
5472603,10,3.76,2016-04-04
5478308,6,2.66,2016-04-20
5666673,3,3.73,2016-07-14
5501384,4,2.84,2016-07-07
5508831,4,3.75,2016-05-22
5513100,6,4.64,2016-08-31
5517147,2,12.5,2016-08-03
5520838,6,9.38,2016-07-06
5527513,4,28.13,2016-06-25
5543962,3,3.33,2016-08-09
5552767,10,7,2016-08-18
5590097,2,12.5,2016-04-12
5593126,3,2.7,2016-05-10
5604266,3,11.67,2016-08-16
5634097,4,8.75,2016-04-17
5635801,5,4.5,2016-05-21
5663441,12,7.08,2016-07-28
5637502,7,9.29,2016-08-17
5642018,3,3.63,2016-05-31
5664506,6,28.25,2016-06-08
5664690,3,12.31,2016-06-01
5665677,3,3.7,2016-07-08
5692685,3,3.33,2016-07-16
5700660,15,3.67,2016-08-03
5706990,5,2.18,2016-08-17
5733172,3,13.21,2016-06-26
5722034,2,2.85,2016-06-08
5723599,3,6.67,2016-08-11
5725689,3,1.67,2016-03-14
5727061,2,2.5,2016-02-06
5744751,3,5,2016-09-01
5744151,2,4.25,2016-02-19
5766579,3,5.33,2016-04-18
5781822,2,1.5,2016-04-15
5783262,3,3.85,2016-04-19
5789492,2,5,2016-05-04
5794613,5,21,2016-08-22
5798878,3,5,2016-08-24
5797033,2,10,2016-07-25
5798805,2,1.87,2016-07-29
5823085,2,83.25,2016-07-06
5830388,3,4.66,2016-08-30
5832935,7,6.36,2016-09-02
5840054,2,5,2016-08-09
5843561,2,4,2016-08-15
5844431,3,6.8,2016-08-30
5853435,2,8.5,2016-09-03
5035070,2,84.91,2016-06-12
5070940,2,25,2016-08-07
5093501,6,0.83,2016-04-17
5123152,8,6.25,2016-08-31
5136252,4,5,2016-05-25
5186862,4,24.15,2016-08-26
5190006,6,100,2016-08-03
5196780,7,20.29,2016-08-17
5209155,2,54.5,2016-02-25
5217157,4,75,2016-04-13
5264192,6,3.33,2016-08-17
5272358,2,25,2016-08-25
5278193,3,16.67,2016-06-22
5291925,7,7.14,2016-08-16
5294453,6,10,2016-05-24
5296100,3,1.67,2016-08-31
5343133,2,15,2016-03-16
5349753,4,8.61,2016-05-24
5385207,3,6.67,2016-07-05
5391221,9,3.13,2016-08-10
5410421,2,17.5,2016-06-25
5422683,5,25,2016-07-25
5432390,8,4.77,2016-03-15
5478408,5,10,2016-05-10
5513248,2,5,2016-05-13
5567407,4,65,2016-05-09
5744870,7,18.83,2016-08-24
5768449,2,15.55,2016-04-21
5782947,2,3.5,2016-08-20
5796417,2,25,2016-05-27
5817809,2,1,2016-07-01
5837993,2,4.7,2016-08-04
5849749,2,33.86,2016-08-27
5851661,2,4,2016-09-01
5852475,2,15.73,2016-09-01
5468790,3,1.67,2016-04-11
5469753,6,5,2016-08-18
5500255,2,12.5,2016-08-18
5507798,2,25,2016-06-24
5511313,6,11.19,2016-06-22
5533261,24,13.54,2016-08-31
5538059,2,25,2016-06-13
5549074,4,43.75,2016-08-05
5554225,4,7.01,2016-07-28
5558374,10,17.5,2016-08-19
5572244,18,2.22,2016-08-27
5591285,5,22.2,2016-07-28
5596246,2,25,2016-03-07
5607163,8,12.02,2016-06-14
5608819,4,13.94,2015-09-22
5614743,2,9.74,2016-05-17
5623340,8,3.75,2016-08-16
5647972,17,7.06,2016-07-18
5662944,4,6.25,2016-05-03
5664528,6,3.73,2016-08-18
5708759,5,2,2016-06-15
5709852,11,17.45,2016-08-29
5709998,7,6.36,2016-07-19
5727301,3,4.33,2016-08-23
5728863,3,3.33,2016-04-18
5741833,2,5,2016-03-02
5743578,9,4.16,2016-02-19
5772573,2,27.5,2016-08-31
5770324,2,5.97,2016-03-22
5774164,3,5,2016-08-02
5777268,10,6.7,2016-08-19
5784499,2,17.5,2016-04-22
5785802,3,9,2016-06-28
5789544,2,5.08,2016-05-05
5792544,2,4.26,2016-05-12
5820460,2,5,2016-08-25
5828435,2,28.5,2016-07-15
5828501,3,7,2016-08-17
5828980,3,19,2016-08-30
5833905,3,1.33,2016-08-05
5841142,2,18.5,2016-08-10
5841776,2,4.66,2016-08-15
5843115,3,33.33,2016-08-16
5844545,2,2.75,2016-08-18
5119855,32,4.38,2016-09-02
5200354,6,6.53,2016-08-24
5229759,6,23.58,2016-08-29
5235739,9,13.89,2016-07-07
5236770,23,5.22,2016-08-31
5258557,15,5,2016-08-16
5261253,14,22.29,2016-08-30
5320228,2,7.5,2016-08-16
5358615,2,13.88,2016-08-05
5359384,5,20,2016-08-22
5370530,23,4.86,2016-08-16
5372205,3,19.33,2016-06-08
5375426,12,2.85,2016-08-31
5376660,15,56.5,2016-07-20
5397185,2,12.5,2016-06-24
5397400,8,4.38,2016-08-10
5400036,3,2.93,2016-08-30
5401727,2,2.73,2016-03-02
5409985,5,1.73,2016-04-06
5410345,6,8.5,2016-05-25
5426208,4,5.63,2016-08-10
5428353,13,4.88,2016-07-10
5438694,5,13.58,2016-07-22
5442024,12,16.38,2016-08-21
5442798,23,2.87,2016-04-23
5451171,3,16.67,2016-07-08
5748716,2,7.5,2016-02-27
5771030,5,7.6,2016-05-20
5785116,2,3.5,2016-04-23
5795961,2,1,2016-08-08
5796389,3,70,2016-07-11
5802339,6,20,2016-07-07
5816377,3,8.33,2016-06-22
5834370,7,10.01,2016-08-31
5839929,4,14.02,2016-08-18
5841747,2,8.33,2016-08-16
5459487,7,7.14,2016-05-13
5470216,7,3.57,2016-08-28
5471640,10,2.22,2016-07-23
5488849,13,3.45,2016-08-21
5492879,7,6.8,2016-05-23
5500418,2,10,2015-09-15
5506497,5,16,2016-06-03
5507700,4,2.5,2016-08-24
5525644,3,1.67,2016-03-12
5549821,2,11.25,2016-07-06
5566210,3,21.33,2016-05-10
5562294,2,17.5,2016-08-25
5589127,5,7,2016-06-25
5589418,4,5.63,2016-06-15
5590611,9,3.72,2016-07-26
5625364,3,8.33,2016-05-31
5662105,5,1.09,2016-03-18
5651206,2,12.5,2016-06-23
5658702,4,13.75,2016-08-24
5659178,5,4,2016-04-17
5689072,10,0.5,2016-02-06
5695182,6,1.86,2016-04-19
5702290,7,6.14,2016-08-09
5704745,2,13.63,2016-07-11
5712203,7,1.61,2016-06-26
5722104,4,17.75,2016-07-29
5740636,2,4,2016-03-26
5744644,3,8.33,2016-05-20
5749533,3,1.33,2016-03-06
5752661,2,16.98,2016-05-02
5766524,6,77.26,2016-03-23
5773855,2,8.5,2016-03-30
5773906,2,1,2016-03-28
5776488,3,3.66,2016-08-30
5780204,4,10,2016-04-14
5781110,2,3.87,2016-08-13
5783955,4,2.25,2016-08-04
5784647,2,4.2,2016-05-14
5785523,2,17.43,2016-05-24
5787616,5,7.51,2016-08-22
5805817,2,30.5,2016-08-18
5807267,2,19.5,2016-06-20
5829130,4,6.33,2016-08-10
5832400,3,78.52,2016-08-04
5834276,2,6.5,2016-07-28
5835187,2,3.5,2016-07-30
5836726,3,6.17,2016-08-09
5849721,2,2.99,2016-08-26
5851829,2,13.5,2016-08-30
5083449,2,2.78,2016-08-23
5199000,4,11.25,2016-08-30
5238333,2,2.5,2016-08-30
5240994,3,18.33,2016-07-04
5261241,3,31.23,2015-08-24
5279097,5,4,2016-06-30
5280465,5,4,2016-07-30
5287547,7,5.71,2016-08-14
5307034,4,14.5,2016-06-24
5341238,3,12.95,2016-05-05
5341663,3,13.33,2016-07-02
5343797,2,5,2016-07-16
5361918,9,5.56,2016-08-14
5381623,3,7.74,2016-08-15
5401737,6,1.86,2016-04-23
5408210,6,14.94,2016-08-12
5417150,5,6.66,2016-08-26
5423362,5,12.32,2016-08-23
5426173,2,12.5,2016-04-08
5440236,4,290.88,2016-07-13
5526728,4,34.81,2016-07-16
5086915,10,9.5,2016-07-15
5747168,2,3.5,2016-02-29
5780608,2,1.5,2016-04-13
5786965,5,8.21,2016-07-20
5790507,5,6.4,2016-08-11
5794571,2,11,2016-08-03
5797520,2,2.5,2016-05-29
5800112,2,1,2016-05-28
5819201,2,58,2016-07-07
5827481,7,5.25,2016-08-17
5833348,8,34.53,2016-08-25
5834050,2,19.43,2016-09-01
5836273,2,2.49,2016-08-17
5836852,3,10,2016-09-01
5469741,2,15,2016-07-29
5483455,3,18.92,2016-08-04
5484159,3,5,2016-07-18
5486801,7,5.43,2016-08-31
5504781,7,21.43,2016-08-23
5509752,5,2,2016-05-26
5510424,2,2.5,2016-05-20
5522845,13,3.98,2016-07-13
5532343,11,8.18,2016-07-09
5530066,16,1.09,2016-07-21
5531537,3,18.75,2016-08-05
5539302,3,62.46,2016-06-02
5542252,3,26.19,2016-08-19
5544216,4,6.25,2016-07-01
5579850,3,8.33,2016-07-06
5623210,2,2.5,2016-07-18
5630167,3,19,2016-04-05
5643771,3,19.33,2016-08-28
5653383,2,2.78,2016-09-01
5651590,8,3.75,2016-04-26
5654833,10,6,2016-04-23
5658048,2,5.45,2016-08-25
5659391,4,3.17,2016-05-13
5697461,10,4.45,2016-08-22
5694909,24,2.58,2016-07-31
5701018,3,1.67,2016-05-05
5705626,4,14.38,2016-06-14
5717729,11,4.6,2016-09-02
5720034,2,5,2016-08-16
5722874,3,2.33,2016-08-11
5727232,2,12.5,2016-03-16
5728063,3,15.72,2016-05-25
5729181,7,3.61,2016-09-01
5729893,2,2.5,2016-02-27
5733284,20,1.12,2016-08-14
5735891,5,7,2016-07-12
5736660,4,1.48,2016-04-27
5777094,2,7.72,2016-08-04
5748160,2,30,2016-03-25
5750996,2,81.75,2016-03-01
5752309,2,2.99,2016-03-03
5781338,2,38.5,2016-04-20
5787474,3,10.66,2016-07-10
5807202,2,6.27,2016-06-13
5795062,3,9.76,2016-08-29
5808005,3,3.85,2016-06-15
5818428,2,5,2016-07-01
5825817,2,3.5,2016-07-30
5832476,3,4,2016-09-01
5834249,2,7.42,2016-08-29
5845674,2,16,2016-09-02
5846140,4,5.55,2016-08-31
5151566,4,18.75,2016-04-17
5194948,2,100,2016-06-13
5207376,3,3.33,2016-03-26
5217602,2,5,2016-06-14
5233709,6,1.67,2016-07-13
5238445,3,18.33,2016-08-31
5244708,11,6.82,2016-08-31
5292359,4,16.28,2016-08-14
5292370,2,29,2016-07-27
5302869,2,12.5,2016-02-29
5306230,6,11.02,2016-08-19
5308048,11,1.82,2016-05-02
5346270,9,23.33,2016-09-02
5375303,15,78.9,2016-08-17
5392479,2,25,2016-06-23
5410153,3,8.33,2016-02-16
5421377,3,1.67,2016-08-22
5425845,4,2.5,2016-07-18
5434755,2,12.5,2016-09-01
5434902,3,1.85,2016-09-01
5441152,3,5.8,2016-08-24
5443142,14,6.07,2016-07-28
5549925,3,7.73,2016-06-16
5748289,2,1.83,2016-02-26
5754854,3,6.67,2016-08-15
5766633,3,4,2016-06-20
5771090,2,16.98,2016-04-21
5799331,2,15,2016-05-26
5802765,2,5,2016-06-08
5541057,31,2.42,2016-08-19
5468033,3,5.65,2016-08-19
5469112,23,3.48,2016-08-27
5475064,3,21,2016-04-17
5492446,5,3.41,2016-07-19
5495234,2,51.05,2016-04-14
5502535,3,9.25,2016-07-13
5502982,5,12.78,2016-08-24
5503041,7,7.86,2016-08-03
5503270,8,12.5,2016-08-07
5516828,19,8.68,2016-09-01
5524133,2,12.5,2016-06-15
5527013,9,2.78,2016-09-01
5529295,4,19.8,2015-12-17
5532805,7,11.93,2016-04-17
5541821,26,2.88,2016-04-25
5553920,2,2.5,2016-03-23
5554481,4,2.79,2016-08-13
5561293,18,2.22,2016-08-16
5594553,15,2.33,2016-05-04
5612115,5,41.07,2016-09-02
5613010,8,4.38,2016-08-20
5647171,3,16.67,2016-05-14
5623244,5,5,2016-06-20
5627282,4,2.5,2016-03-29
5627397,7,4.89,2016-04-04
5632187,7,4.77,2016-06-15
5644547,6,3.33,2016-07-08
5655204,4,7.13,2016-08-12
5662016,3,3.49,2016-02-23
5663193,4,5.63,2016-08-02
5664165,4,2.9,2016-05-13
5678424,2,2.9,2016-05-13
5694128,6,4.17,2016-05-18
5697849,5,9,2016-08-23
5705834,5,71.77,2016-02-09
5706361,3,8.33,2016-04-18
5707706,4,3.75,2016-08-04
5714345,6,15,2016-06-01
5720914,10,8.5,2016-07-20
5723182,4,3.66,2016-05-12
5725273,16,4.89,2016-08-26
5726444,6,6.58,2016-09-01
5727989,5,7.77,2016-08-31
5732182,4,3.75,2016-08-22
5732316,6,5.51,2016-06-25
5734614,2,2.5,2016-07-31
5738205,4,9.46,2016-03-02
5748486,3,13.38,2016-05-12
5751741,2,11.4,2016-07-21
5776622,5,8.77,2016-04-05
5786469,2,3.5,2016-07-27
5788016,11,27.53,2016-09-02
5790405,3,42.99,2016-07-05
5796121,2,17,2016-05-18
5797186,11,8.54,2016-08-17
5804985,2,18.5,2016-06-08
5825333,3,9.96,2016-09-02
5825953,3,4,2016-07-28
5836497,2,2.5,2016-08-02
5838792,2,2.49,2016-08-23
5841871,5,4.6,2016-08-12
5847048,2,4,2016-08-22
5847960,2,9.5,2016-08-31
5020442,3,14.34,2016-08-10
5037821,56,6.25,2016-08-04
5048323,8,78.38,2016-06-11
5048844,5,15,2016-08-16
5057460,7,0.71,2016-03-11
5120845,2,50,2016-04-25
5124954,3,3.33,2016-07-27
5132116,4,2.81,2016-05-06
5144357,19,4.47,2016-06-14
5159684,8,4.38,2016-03-31
5163446,7,5,2016-05-07
5189092,3,3.33,2016-02-21
5192013,3,20.85,2016-08-19
5201134,4,55.75,2016-08-05
5201385,10,11,2016-08-01
5247335,15,15,2016-08-09
5263367,76,6.97,2016-08-23
5274998,6,5.68,2016-08-05
5278819,6,3.72,2016-08-11
5293212,4,8.48,2016-06-16
5302111,7,3.97,2016-07-11
5336666,5,5,2016-08-31
5345552,4,20,2016-05-06
5352100,3,12.78,2016-07-09
5352278,3,18.33,2016-08-12
5374818,6,14.17,2016-05-25
5377299,4,6.23,2016-05-22
5382013,5,2,2016-08-31
5390425,10,2.83,2016-06-24
5396913,3,36.67,2016-03-14
5408972,4,25,2016-06-03
5414281,6,3.33,2016-08-19
5414747,4,56.25,2016-06-12
5429604,3,3.04,2016-07-29
5503895,20,1.75,2016-08-24
5766391,3,8.03,2016-08-14
5771171,2,4.58,2016-03-21
5780041,3,6.98,2016-04-14
5782888,3,22.97,2016-06-29
5795203,8,9.33,2016-08-23
5801751,2,7.75,2016-06-13
5803865,2,6,2016-06-06
5840889,3,8.42,2016-08-16
5470892,6,25,2016-07-26
5487777,24,1.88,2015-08-22
5516400,6,10.83,2016-08-30
5526653,2,2.02,2016-05-14
5534162,3,12.95,2016-08-04
5534954,2,5,2016-07-06
5538773,17,1.18,2016-03-11
5543634,8,4.87,2016-08-16
5545887,2,5,2016-08-25
5563724,10,2.72,2016-04-27
5605566,3,6.67,2015-12-09
5607368,4,2.5,2016-04-04
5615123,3,3.33,2016-07-31
5632366,3,1.67,2016-04-03
5640337,8,3.75,2016-05-02
5659096,2,2.5,2016-03-17
5660871,16,1.69,2016-08-07
5661363,7,2.86,2016-08-10
5664555,12,2.08,2016-06-18
5670002,5,3,2016-03-21
5688500,6,4.17,2016-05-19
5694755,2,5,2016-06-22
5699980,3,5,2016-08-11
5705259,4,5.51,2016-08-14
5717568,12,4.58,2016-08-31
5721265,3,3.33,2016-04-03
5726688,2,2.5,2016-02-18
5737271,2,12.5,2016-03-09
5743806,2,12.37,2016-08-18
5745055,4,14.25,2016-06-07
5752613,3,7.33,2016-06-09
5766597,3,6.67,2016-08-08
5767989,15,5.14,2016-09-02
5776967,4,6.25,2016-08-28
5780303,2,1.5,2016-04-12
5785488,2,4,2016-08-25
5784341,2,6,2016-05-22
5804386,3,21.19,2016-07-27
5798367,2,23.78,2016-05-24
5798759,2,1,2016-05-24
5799519,2,2.5,2016-06-01
5802896,3,6,2016-08-02
5804686,3,0.66,2016-06-09
5805558,8,4.62,2016-08-31
5830355,4,13.44,2016-08-28
5831355,2,-250,2016-08-02
5848711,2,6.99,2016-08-25
5849744,3,4.33,2016-08-26
5852109,2,21,2016-09-02
5149478,8,5.65,2016-08-12
5183829,10,13,2016-08-19
5199818,6,2.83,2016-07-28
5201540,6,5.83,2016-08-04
5201543,2,2.73,2016-08-31
5202788,5,12,2016-08-25
5227863,2,37.5,2016-08-02
5242198,4,5,2016-06-12
5246284,2,125,2016-06-04
5254582,54,9.91,2016-07-21
5728683,6,12.5,2016-07-25
5304302,2,42.63,2016-05-09
5320326,4,10.1,2016-06-07
5345251,5,9,2016-05-28
5376560,3,14.13,2016-09-02
5395027,15,7.33,2016-07-19
5417475,2,5.75,2016-06-17
5431345,2,100,2016-08-28
5454223,5,3.34,2016-07-18
5494462,24,3.92,2016-09-03
5749343,2,3.5,2016-05-01
5754201,4,11.25,2016-05-07
5755126,3,11,2016-03-10
5776284,2,27.5,2016-04-13
5780642,2,5,2016-07-13
5789920,2,12.5,2016-06-04
5790153,2,2.62,2016-06-08
5805851,2,10.5,2016-06-17
5806410,2,1,2016-06-14
5807062,2,28.5,2016-07-13
5817030,3,4,2016-07-21
5820863,2,11,2016-08-01
5829477,2,13.43,2016-07-19
5829831,4,4.75,2016-08-16
5841705,3,17.18,2016-08-11
5847250,2,13.5,2016-08-24
5469876,3,10,2016-08-09
5477103,2,12.5,2016-06-24
5515166,3,1.67,2016-05-01
5519794,2,2.92,2016-07-05
5526094,3,28,2016-08-18
5538018,13,2.06,2016-05-03
5556471,2,17.81,2016-04-29
5546660,2,50,2016-05-27
5545663,2,3.49,2016-08-09
5551067,6,14.17,2016-08-05
5554533,4,14.06,2016-05-25
5576127,3,1.67,2016-03-10
5576900,3,46.08,2016-07-05
5584088,7,10.71,2016-08-16
5585001,6,15.07,2016-01-06
5597856,4,1.25,2016-08-19
5619371,8,2.5,2016-08-30
5622797,4,6.25,2016-07-25
5630373,7,1.87,2016-05-07
5654522,9,13.92,2016-08-09
5638648,10,6.7,2016-08-30
5697879,2,5.45,2016-03-08
5711067,7,1.43,2016-08-12
5706501,3,5,2016-06-16
5712297,3,18.17,2016-05-23
5734191,5,4,2016-08-02
5740553,2,4,2016-02-12
5749917,4,13.29,2016-04-07
5778132,2,5.92,2016-04-22
5778841,2,16,2016-05-09
5787969,3,18.66,2016-05-28
5788171,3,7.53,2016-05-12
5790874,2,2.5,2016-05-09
5794211,2,4,2016-05-21
5807155,2,10,2016-08-30
5810074,2,6.5,2016-07-14
5819212,2,1,2016-06-28
5819397,2,7.5,2016-07-20
5823094,4,10.75,2016-08-08
5829217,2,3.5,2016-07-18
5839624,2,16.3,2016-08-30
5142879,3,16.82,2016-08-15
5161487,2,14.25,2016-05-02
5183073,3,19.33,2016-07-22
5183461,2,42.75,2016-05-11
5193142,7,2.14,2016-04-01
5217518,4,7.5,2016-06-14
5226400,4,25.75,2016-08-09
5297613,4,7.5,2016-08-30
5322226,9,8.33,2016-08-14
5330208,3,13.47,2016-06-25
5345083,12,8.35,2016-09-02
5368352,9,10.56,2016-08-26
5387538,43,2.67,2016-08-31
5399313,2,21,2016-08-24
5441564,16,4.12,2016-08-25
5454417,30,12,2016-08-26
5500084,4,12.51,2016-08-07
5502030,11,5,2016-08-21
5768001,2,25,2016-03-23
5770426,5,5,2016-05-04
5792083,3,8,2016-08-12
5798007,2,1.95,2016-05-30
5824588,4,16.27,2016-08-07
5830997,2,15.13,2016-07-21
5839625,2,17,2016-08-08
5842131,2,4,2016-08-12
5842852,2,3.5,2016-08-20
5849413,2,3.5,2016-08-26
5468302,5,40,2016-06-18
5460585,4,3.75,2016-06-24
5477533,9,2.42,2016-04-10
5480374,18,5.28,2016-08-06
5483956,2,52.88,2016-04-14
5495672,6,12.5,2016-05-07
5509501,4,18.75,2016-08-11
5512991,2,5,2016-06-19
5517007,23,4.57,2016-08-24
5518335,3,8.33,2016-05-23
5521230,4,2.5,2016-06-07
5521835,2,2.9,2016-05-15
5524902,3,4.04,2016-08-07
5526774,23,4.35,2016-08-20
5537678,9,16.67,2016-08-17
5541600,6,5.83,2016-03-30
5541889,6,1.67,2015-12-23
5569315,4,7.5,2016-06-29
5576807,3,9.32,2016-05-25
5577726,5,4.59,2016-08-25
5588234,24,2.3,2016-06-18
5597472,3,1.67,2016-03-13
5609859,3,1.82,2016-03-20
5621086,21,2.6,2016-07-06
5626913,3,9.22,2016-04-08
5651705,6,20.83,2016-06-30
5661857,3,9.67,2016-06-07
5666687,7,0.78,2016-08-16
5707883,4,8.75,2016-08-06
5681123,4,12.5,2016-05-13
5693244,49,6.5,2016-08-31
5697248,4,2.5,2016-03-08
5698949,18,34.28,2016-08-26
5700136,4,3.75,2016-06-14
5710499,6,23.38,2016-08-05
5715289,2,4.5,2016-06-14
5728468,2,10,2016-07-18
5734935,2,28.5,2016-04-06
5738062,2,4,2016-02-10
5739709,15,5,2016-07-27
5747146,4,5.74,2016-03-01
5750371,2,5.58,2016-04-27
5771134,2,29.13,2016-03-22
5751836,3,16.68,2016-09-03
5752293,2,54.49,2016-08-27
5778457,5,5.6,2016-08-24
5779718,3,7.37,2016-04-10
5782088,3,5,2016-05-03
5787448,11,32.27,2016-08-11
5793198,4,5.62,2016-08-12
5793628,2,11,2016-05-14
5796539,2,13.5,2016-07-14
5818484,3,7.33,2016-08-15
5831107,2,8,2016-07-05
5822838,2,4,2016-08-13
5825040,2,53.5,2016-07-08
5838050,2,5,2016-08-04
5840571,2,4,2016-08-30
5848121,2,5.55,2016-08-31
5214124,7,3.26,2016-04-11
5223841,8,1.88,2016-07-31
5284150,5,10.05,2016-08-10
5298664,5,19.23,2016-08-24
5298700,2,2.9,2016-08-09
5306767,2,14.5,2016-05-20
5323797,3,16.67,2016-06-23
5346440,2,2.5,2016-08-21
5377701,9,5.56,2016-07-29
5386845,2,12.5,2016-05-19
5400019,5,5.77,2016-09-01
5411448,11,4.59,2016-08-08
5445133,21,9.05,2016-08-03
5766521,3,4.33,2016-05-17
5790328,2,25,2016-08-08
5808676,2,11.98,2016-08-22
5825207,2,26.5,2016-07-08
5839316,2,7.5,2016-08-07
5846223,7,14.64,2016-09-02
5848045,2,1.5,2016-08-25
5474576,3,11.18,2016-07-02
5484821,4,2.5,2016-02-16
5487048,2,5.8,2016-05-17
5488308,7,10.71,2016-07-23
5488373,3,8.33,2016-04-20
5492232,7,12.18,2016-08-01
5492994,3,18.33,2016-08-21
5498792,6,2.5,2016-04-19
5502730,32,4.06,2016-08-04
5524676,6,1.82,2016-03-16
5521855,2,13.63,2016-08-13
5540974,9,2.22,2016-04-22
